Plampa23756	K01803
Plampa104657	K14831
Plampa10958	K03143
Plampa131727	K00232
Plampa72076	K07897
Plampa37213	K01915
Plampa179920	K23730
Plampa308350	K06693
Plampa51565	K13206
Plampa21171	K11885
Plampa2674	K17768
Plampa37202	K01187
Plampa2935	K17619
Plampa224650	K08017
Plampa313414	K04437
Plampa255879	K20456
Plampa36117	K03231
Plampa5485	K17604
Plampa36200	K10443
Plampa2976	K12275
Plampa263239	K02357
Plampa53834	K12046
Plampa358842	K04348
Plampa3544	K03262
Plampa22766	K10380
Plampa22476	K06115
Plampa10488	K00801
Plampa120649	K06963
Plampa33798	K01537
Plampa187054	K24166
Plampa3887	K04534
Plampa304770	K09220
Plampa304317	K07739
Plampa98093	K04097
Plampa111292	K00679
Plampa12859	K08805
Plampa140754	K13291
Plampa97604	K02872
Plampa133163	K21436
Plampa6905	K11793
Plampa71724	K12191
Plampa306	K16343
Plampa226407	K17795
Plampa277987	K08517
Plampa10788	K20045
Plampa119872	K03626
Plampa12561	K23342
Plampa55305	K03094
Plampa164407	K19498
Plampa99294	K08333
Plampa67925	K11096
Plampa3794	K10380
Plampa5444	K12231
Plampa1773	K09490
Plampa80196	K09276
Plampa19704	K20641
Plampa5375	K16572
Plampa210761	K13024
Plampa4830	K12670
Plampa3212	K05110
Plampa9781	K17495
Plampa70215	K01832
Plampa84219	K15332
Plampa16955	K11253
Plampa3300	K24404
Plampa52106	K04565
Plampa266069	K02935
Plampa122439	K02989
Plampa101227	K15433
Plampa180362	K04679
Plampa93357	K04534
Plampa327501	K22068
Plampa166054	K03248
Plampa58050	K17785
Plampa355652	K23335
Plampa89937	K13175
Plampa322663	K00106
Plampa1033	K03099
Plampa276449	K02950
Plampa6734	K04416
Plampa7609	K00411
Plampa50813	K19028
Plampa65057	K07827
Plampa217869	K15706
Plampa365753	K17751
Plampa8346	K20051
Plampa210949	K08769
Plampa27911	K02937
Plampa344977	K14847
Plampa213332	K05692
Plampa91131	K00627
Plampa68137	K01802
Plampa3129	K10366
Plampa7047	K00508
Plampa24486	K06497
Plampa816	K01712
Plampa79519	K10612
Plampa11752	K24874
Plampa32673	K11251
Plampa366579	K18443
Plampa46566	K03231
Plampa172358	K17809
Plampa174604	K04097
Plampa58040	K14213
Plampa219478	K07874
Plampa211321	K09417
Plampa364813	K14538
Plampa126073	K21125
Plampa1615	K11416
Plampa47904	K25004
Plampa97533	K13348
Plampa219456	K03797
Plampa46886	K22522
Plampa41302	K22266
Plampa8804	K08106
Plampa306214	K10580
Plampa45784	K11843
Plampa265687	K13539
Plampa125976	K03239
Plampa313666	K01537
Plampa91481	K12492
Plampa4563	K23293
Plampa187	K06767
Plampa51624	K14407
Plampa99812	K12597
Plampa344200	K19511
Plampa130106	K01539
Plampa6932	K00804
Plampa452	K03099
Plampa84164	K03553
Plampa131814	K25201
Plampa303091	K15102
Plampa80947	K09624
Plampa2183	K06820
Plampa113306	K15153
Plampa217152	K10643
Plampa176942	K13289
Plampa255007	K03723
Plampa111135	K02870
Plampa22577	K13510
Plampa133	K20315
Plampa174393	K06867
Plampa58447	K16931
Plampa223090	K12879
Plampa67716	K03798
Plampa47590	K03018
Plampa56612	K06850
Plampa219565	K02183
Plampa16440	K10356
Plampa353273	K04077
Plampa10644	K24677
Plampa336363	K03686
Plampa229489	K03531
Plampa132265	K01201
Plampa209977	K10523
Plampa62277	K00059
Plampa85410	K03250
Plampa47040	K07440
Plampa67294	K22859
Plampa83126	K11665
Plampa6026	K08450
Plampa2860	K01115
Plampa107706	K02997
Plampa1993	K00629
Plampa92545	K07304
Plampa209099	K08654
Plampa72902	K17267
Plampa51546	K15013
Plampa26838	K11433
Plampa210661	K08852
Plampa269220	K04428
Plampa30124	K02873
Plampa53739	K00261
Plampa42648	K00817
Plampa131712	K23544
Plampa264896	K01897
Plampa348735	K01469
Plampa80735	K05636
Plampa82305	K09419
Plampa30703	K03231
Plampa88699	K23048
Plampa6278	K17341
Plampa122474	K08056
Plampa112508	K08202
Plampa304667	K13988
Plampa314438	K02989
Plampa135033	K04393
Plampa79358	K17095
Plampa121303	K17778
Plampa261005	K20305
Plampa739	K05606
Plampa2563	K15901
Plampa107554	K09292
Plampa103630	K02936
Plampa97996	K09498
Plampa271089	K17871
Plampa34386	K17509
Plampa63071	K17821
Plampa7258	K13702
Plampa287404	K22936
Plampa106034	K16365
Plampa4841	K06100
Plampa361536	K05760
Plampa8096	K02863
Plampa265404	K14497
Plampa67919	K03456
Plampa58503	K10408
Plampa79	K23288
Plampa6682	K23438
Plampa1186	K07363
Plampa51224	K07497
Plampa11483	K01530
Plampa185266	K11982
Plampa53192	K09848
Plampa939	K05760
Plampa357749	K23344
Plampa3302	K05129
Plampa89113	K01867
Plampa51842	K10593
Plampa345355	K00053
Plampa56134	K05662
Plampa63433	K08288
Plampa351692	K16353
Plampa1137	K24786
Plampa236462	K02873
Plampa171340	K02105
Plampa18009	K10380
Plampa148459	K01858
Plampa102401	K22985
Plampa37846	K24942
Plampa30091	K24155
Plampa74149	K05643
Plampa37017	K23882
Plampa173090	K03234
Plampa199351	K11585
Plampa113978	K04382
Plampa32326	K04077
Plampa11339	K17260
Plampa14458	K11997
Plampa11122	K19801
Plampa10812	K16777
Plampa6310	K14290
Plampa50175	K01192
Plampa5256	K06277
Plampa278873	K11090
Plampa98410	K05702
Plampa17348	K23957
Plampa1909	K24523
Plampa110831	K05724
Plampa49898	K15223
Plampa502	K10413
Plampa38323	K08827
Plampa168418	K22182
Plampa8418	K04615
Plampa168536	K12076
Plampa134741	K01890
Plampa8399	K00058
Plampa11152	K02541
Plampa6400	K08292
Plampa121339	K00314
Plampa2731	K21594
Plampa215290	K10373
Plampa6321	K10645
Plampa6069	K11498
Plampa34187	K09666
Plampa215860	K17821
Plampa302637	K12385
Plampa18967	K17495
Plampa221198	K18467
Plampa95769	K24680
Plampa1535	K08874
Plampa16179	K12800
Plampa20594	K23881
Plampa152378	K04802
Plampa214881	K03627
Plampa27846	K18261
Plampa101386	K05641
Plampa359659	K00362
Plampa7231	K23115
Plampa572	K06545
Plampa230998	K06963
Plampa167628	K03704
Plampa80895	K02084
Plampa20076	K02514
Plampa6496	K03848
Plampa323893	K24722
Plampa50052	K08956
Plampa170040	K07304
Plampa127831	K10636
Plampa164315	K02993
Plampa126300	K15161
Plampa67087	K13111
Plampa46833	K22614
Plampa129933	K12898
Plampa165	K21797
Plampa178948	K03097
Plampa257661	K23624
Plampa367344	K12311
Plampa50687	K01136
Plampa31685	K20179
Plampa117724	K07750
Plampa476	K24760
Plampa9302	K18619
Plampa60365	K14832
Plampa15384	K05658
Plampa290268	K15083
Plampa34098	K02896
Plampa55382	K17751
Plampa7466	K22864
Plampa990	K12842
Plampa100405	K10411
Plampa55238	K20715
Plampa216173	K09108
Plampa88980	K12375
Plampa124038	K03061
Plampa56403	K00266
Plampa329385	K00995
Plampa114711	K06699
Plampa9602	K16687
Plampa176504	K01965
Plampa795	K18695
Plampa1132	K08773
Plampa378	K12489
Plampa1029	K07223
Plampa165691	K12451
Plampa24045	K02981
Plampa23690	K06765
Plampa12539	K05673
Plampa444	K12167
Plampa347465	K13680
Plampa118335	K13984
Plampa61636	K04567
Plampa258332	K03231
Plampa352628	K04532
Plampa66776	K06245
Plampa210250	K00457
Plampa375456	K12791
Plampa993	K04513
Plampa114091	K02335
Plampa111923	K12504
Plampa133049	K03263
Plampa23674	K02873
Plampa48404	K03233
Plampa101537	K24543
Plampa136004	K15717
Plampa116336	K03283
Plampa64970	K02957
Plampa305127	K13366
Plampa28843	K04646
Plampa43570	K01365
Plampa83733	K09503
Plampa131822	K00059
Plampa131974	K24385
Plampa87292	K15048
Plampa118580	K10250
Plampa217438	K18037
Plampa18674	K22614
Plampa9944	K02941
Plampa120151	K14816
Plampa372113	K13207
Plampa11841	K14776
Plampa308075	K01900
Plampa12849	K10727
Plampa1154	K07874
Plampa277174	K00232
Plampa215458	K15719
Plampa140042	K07897
Plampa54311	K15504
Plampa9478	K15075
Plampa71986	K06689
Plampa140400	K15791
Plampa13398	K03773
Plampa301472	K22684
Plampa8203	K21751
Plampa219142	K02183
Plampa211353	K07190
Plampa88811	K15603
Plampa265655	K04437
Plampa108773	K17263
Plampa255653	K06826
Plampa1390	K22544
Plampa176016	K12385
Plampa172642	K11594
Plampa328643	K03389
Plampa238598	K03257
Plampa130822	K00161
Plampa9797	K00859
Plampa57363	K08874
Plampa12012	K23209
Plampa49813	K01379
Plampa347897	K03036
Plampa221661	K21914
Plampa24846	K12392
Plampa168641	K00921
Plampa352926	K03626
Plampa346910	K00128
Plampa263993	K08635
Plampa180734	K02941
Plampa167602	K14018
Plampa7142	K10457
Plampa317875	K15029
Plampa103420	K00889
Plampa126259	K01868
Plampa109817	K00626
Plampa217127	K01687
Plampa300995	K15685
Plampa3431	K00457
Plampa1999	K20290
Plampa20405	K07497
Plampa212176	K19327
Plampa292622	K02949
Plampa2619	K08911
Plampa29751	K07748
Plampa352964	K05658
Plampa75163	K07436
Plampa46558	K00252
Plampa24720	K09848
Plampa19383	K24468
Plampa229263	K14835
Plampa6345	K10268
Plampa174650	K12400
Plampa121678	K18443
Plampa6742	K10141
Plampa61469	K16575
Plampa363879	K03686
Plampa258667	K06826
Plampa316034	K09554
Plampa40913	K03246
Plampa6618	K01556
Plampa67512	K08960
Plampa13149	K19036
Plampa127848	K02726
Plampa53145	K03173
Plampa230598	K03797
Plampa98767	K10380
Plampa81958	K07497
Plampa102832	K02684
Plampa38037	K07190
Plampa353432	K01658
Plampa19921	K01868
Plampa222914	K09056
Plampa142698	K17597
Plampa133561	K07376
Plampa150797	K14258
Plampa133416	K02355
Plampa39796	K22684
Plampa127484	K08057
Plampa48928	K05692
Plampa19223	K08463
Plampa32615	K02355
Plampa359404	K14961
Plampa259387	K03544
Plampa110612	K08568
Plampa129958	K20412
Plampa22941	K03174
Plampa49800	K08913
Plampa112324	K16536
Plampa25203	K04730
Plampa125627	K16794
Plampa163353	K15102
Plampa20116	K20870
Plampa91019	K00549
Plampa1802	K14852
Plampa3338	K02877
Plampa326254	K00016
Plampa262838	K02693
Plampa59086	K19414
Plampa97961	K00910
Plampa300652	K02126
Plampa71579	K00472
Plampa6152	K03010
Plampa285245	K02935
Plampa255695	K09419
Plampa66207	K06545
Plampa7762	K15202
Plampa214152	K00615
Plampa19137	K20045
Plampa25185	K01135
Plampa2724	K12035
Plampa344571	K03521
Plampa52587	K07360
Plampa18006	K05692
Plampa11702	K14440
Plampa109789	K08957
Plampa29858	K11757
Plampa2278	K19533
Plampa43932	K04958
Plampa3665	K14209
Plampa3409	K21289
Plampa363216	K15443
Plampa6547	K22614
Plampa307936	K02183
Plampa112031	K09553
Plampa86397	K10256
Plampa139360	K15777
Plampa5340	K01613
Plampa49724	K03094
Plampa309623	K01958
Plampa12199	K07198
Plampa37850	K14427
Plampa89572	K00121
Plampa179705	K05658
Plampa28377	K05110
Plampa5615	K12185
Plampa89064	K03320
Plampa263423	K00913
Plampa87100	K24940
Plampa171653	K02908
Plampa94599	K12860
Plampa68013	K04468
Plampa47511	K03320
Plampa1212	K03644
Plampa338	K05866
Plampa257613	K03959
Plampa46485	K09848
Plampa345424	K09419
Plampa139698	K01869
Plampa163392	K19788
Plampa104427	K04739
Plampa260352	K11853
Plampa47035	K07509
Plampa66609	K12625
Plampa145154	K01923
Plampa119339	K08606
Plampa148697	K01897
Plampa85042	K01365
Plampa55574	K07497
Plampa52504	K03881
Plampa269408	K02726
Plampa30023	K11275
Plampa4499	K12836
Plampa54586	K07374
Plampa2314	K17790
Plampa729	K21437
Plampa117917	K11000
Plampa148471	K03243
Plampa313961	K00507
Plampa192522	K14289
Plampa110751	K09499
Plampa362957	K15227
Plampa4878	K12394
Plampa130496	K17086
Plampa39923	K10398
Plampa6410	K03242
Plampa333422	K11129
Plampa224785	K14569
Plampa34570	K07497
Plampa131770	K01883
Plampa48216	K04615
Plampa305761	K04649
Plampa363570	K09487
Plampa100478	K11824
Plampa44180	K22305
Plampa64407	K11795
Plampa5622	K05643
Plampa49071	K10380
Plampa8006	K13155
Plampa59899	K12757
Plampa35950	K22390
Plampa8550	K07203
Plampa70995	K17255
Plampa7280	K17301
Plampa216226	K09459
Plampa311451	K04984
Plampa350982	K03163
Plampa74882	K10645
Plampa33875	K04615
Plampa303429	K03523
Plampa27510	K16669
Plampa4317	K13499
Plampa67173	K16726
Plampa19964	K24675
Plampa90632	K20304
Plampa351357	K16669
Plampa5047	K12603
Plampa51913	K04427
Plampa209786	K10408
Plampa103790	K14620
Plampa51384	K08913
Plampa344441	K20840
Plampa18813	K00485
Plampa34453	K03686
Plampa345624	K09420
Plampa2598	K15710
Plampa302666	K10478
Plampa272729	K00058
Plampa238934	K05658
Plampa15562	K08369
Plampa111425	K14674
Plampa259647	K01535
Plampa144457	K07897
Plampa261082	K10747
Plampa219112	K04453
Plampa75780	K12021
Plampa80441	K05631
Plampa241315	K02937
Plampa225091	K09417
Plampa124151	K08568
Plampa44314	K08727
Plampa27541	K09487
Plampa104152	K19947
Plampa347401	K04077
Plampa5466	K24068
Plampa355790	K04802
Plampa37310	K04077
Plampa13009	K06628
Plampa234230	K02637
Plampa18558	K00002
Plampa35024	K09500
Plampa100542	K12391
Plampa7444	K10380
Plampa57218	K16669
Plampa66504	K00613
Plampa309972	K00615
Plampa28710	K10776
Plampa75036	K04079
Plampa56530	K11262
Plampa3791	K14296
Plampa88725	K14648
Plampa17293	K04615
Plampa3477	K23801
Plampa10170	K10105
Plampa66689	K20044
Plampa37809	K17398
Plampa256125	K11724
Plampa36512	K08657
Plampa35595	K06820
Plampa85234	K05917
Plampa4524	K22068
Plampa1481	K05610
Plampa57009	K25168
Plampa44325	K01903
Plampa347216	K08094
Plampa48608	K08770
Plampa4142	K23677
Plampa261350	K20031
Plampa214483	K18534
Plampa6301	K20656
Plampa56945	K06630
Plampa40926	K09496
Plampa125731	K05658
Plampa209103	K14304
Plampa256207	K14310
Plampa122191	K10730
Plampa11585	K12317
Plampa8600	K17307
Plampa168628	K00024
Plampa137219	K02358
Plampa7845	K14546
Plampa311879	K01342
Plampa100086	K13102
Plampa362171	K01265
Plampa9921	K05700
Plampa168675	K08331
Plampa49683	K02932
Plampa119414	K00338
Plampa24430	K15223
Plampa43575	K10691
Plampa272991	K24675
Plampa52460	K01873
Plampa14933	K03691
Plampa142981	K01190
Plampa71795	K22747
Plampa34127	K11854
Plampa164013	K01530
Plampa130334	K03002
Plampa101893	K01187
Plampa56634	K05619
Plampa355958	K18309
Plampa4036	K07555
Plampa94047	K24634
Plampa268297	K10523
Plampa370722	K10435
Plampa1777	K07376
Plampa33570	K03515
Plampa1546	K04437
Plampa56930	K21440
Plampa261170	K06224
Plampa184	K00910
Plampa6479	K12132
Plampa19867	K10862
Plampa68786	K01595
Plampa11871	K24742
Plampa330239	K16726
Plampa127591	K11366
Plampa209076	K04859
Plampa38555	K17545
Plampa1361	K07903
Plampa6178	K24037
Plampa60732	K05110
Plampa7197	K04437
Plampa82079	K06184
Plampa1982	K17609
Plampa46707	K08770
Plampa316120	K02728
Plampa2949	K03217
Plampa14162	K04552
Plampa34835	K00615
Plampa7471	K05111
Plampa104192	K00322
Plampa210826	K05643
Plampa6792	K15261
Plampa356704	K02922
Plampa56285	K10380
Plampa10481	K24427
Plampa25732	K00503
Plampa47528	K00161
Plampa9361	K07374
Plampa355470	K00699
Plampa2245	K02900
Plampa119963	K03251
Plampa44713	K12035
Plampa103588	K15084
Plampa212464	K23333
Plampa3844	K13780
Plampa22584	K06413
Plampa361702	K02998
Plampa56759	K07904
Plampa142469	K12879
Plampa130608	K07874
Plampa364402	K01301
Plampa3937	K08342
Plampa5527	K00671
Plampa354688	K05402
Plampa45580	K13194
Plampa68294	K22614
Plampa65962	K01016
Plampa165978	K24427
Plampa85032	K24637
Plampa12108	K15169
Plampa42277	K12132
Plampa4041	K19330
Plampa256832	K03231
Plampa214230	K08568
Plampa230746	K23564
Plampa120820	K01202
Plampa229049	K01889
Plampa4466	K05695
Plampa104450	K24543
Plampa2055	K10251
Plampa53892	K00432
Plampa264470	K03671
Plampa246379	K18245
Plampa9462	K05011
Plampa265153	K11095
Plampa5721	K01021
Plampa47468	K04567
Plampa23028	K12158
Plampa218499	K00566
Plampa350204	K04460
Plampa51620	K08106
Plampa6532	K09201
Plampa6670	K14216
Plampa188399	K03094
Plampa363154	K02736
Plampa181056	K09495
Plampa5199	K22193
Plampa13128	K10950
Plampa31746	K09624
Plampa11023	K04683
Plampa18246	K12035
Plampa28235	K12567
Plampa46609	K04564
Plampa494	K18211
Plampa259226	K00079
Plampa214252	K00033
Plampa165415	K01244
Plampa283803	K03456
Plampa903	K10360
Plampa145126	K09414
Plampa20825	K22614
Plampa25894	K16726
Plampa76061	K01867
Plampa42971	K25168
Plampa14228	K04615
Plampa9555	K14963
Plampa66674	K04615
Plampa85379	K13525
Plampa8312	K20368
Plampa122486	K00968
Plampa170272	K04714
Plampa71104	K17751
Plampa120156	K06942
Plampa99664	K00383
Plampa71754	K07376
Plampa6234	K09851
Plampa29803	K12351
Plampa39496	K10380
Plampa61812	K01275
Plampa137816	K02575
Plampa110950	K22144
Plampa348602	K15014
Plampa176496	K17086
Plampa6850	K05015
Plampa9160	K04393
Plampa220193	K06225
Plampa67882	K08913
Plampa176001	K09485
Plampa167891	K02355
Plampa10409	K24470
Plampa181690	K06268
Plampa31767	K03174
Plampa304414	K21989
Plampa315795	K01754
Plampa28880	K11726
Plampa859	K10249
Plampa258263	K25168
Plampa305607	K01006
Plampa9170	K16530
Plampa25739	K24675
Plampa365933	K01655
Plampa311551	K15179
Plampa353908	K10352
Plampa347702	K10380
Plampa89873	K07195
Plampa226944	K13578
Plampa134563	K14427
Plampa264857	K00972
Plampa38706	K24510
Plampa61248	K08819
Plampa41989	K12864
Plampa104889	K12179
Plampa131640	K10246
Plampa99741	K22754
Plampa91781	K21434
Plampa325939	K21480
Plampa278014	K17292
Plampa184230	K06127
Plampa1785	K03038
Plampa79320	K06630
Plampa3958	K11878
Plampa40655	K10380
Plampa2375	K10597
Plampa49402	K10352
Plampa326686	K10770
Plampa2797	K11431
Plampa220713	K03002
Plampa351806	K22913
Plampa171692	K00799
Plampa265362	K01254
Plampa167337	K01179
Plampa10160	K05110
Plampa6875	K22614
Plampa43842	K22614
Plampa142040	K14570
Plampa119740	K14999
Plampa16458	K02716
Plampa223109	K15280
Plampa55389	K14016
Plampa7107	K03686
Plampa628	K07440
Plampa3555	K01166
Plampa312564	K18764
Plampa186555	K23368
Plampa71213	K20165
Plampa141964	K24550
Plampa57191	K05016
Plampa358374	K10408
Plampa7178	K13912
Plampa210748	K00850
Plampa258656	K17690
Plampa377969	K05313
Plampa4535	K24754
Plampa114627	K02111
Plampa344866	K14427
Plampa36481	K00432
Plampa305720	K16680
Plampa354595	K04550
Plampa5596	K11126
Plampa33127	K06114
Plampa59122	K10413
Plampa60418	K18625
Plampa322934	K05835
Plampa360647	K16576
Plampa906	K24436
Plampa395	K15156
Plampa307056	K04565
Plampa10523	K14005
Plampa19521	K08041
Plampa47056	K24739
Plampa304504	K00432
Plampa23875	K05665
Plampa18653	K15523
Plampa42135	K10728
Plampa9884	K01190
Plampa210856	K00059
Plampa6574	K01409
Plampa173366	K03686
Plampa216008	K00262
Plampa23780	K08910
Plampa6285	K09624
Plampa12250	K02885
Plampa10029	K03859
Plampa21518	K12035
Plampa112332	K07191
Plampa111407	K09517
Plampa111001	K06225
Plampa216646	K02872
Plampa220510	K09568
Plampa73468	K14317
Plampa227911	K01069
Plampa305018	K00432
Plampa1564	K01895
Plampa186796	K03320
Plampa111662	K12447
Plampa234139	K08794
Plampa10761	K08910
Plampa198549	K11274
Plampa380273	K17718
Plampa5233	K17508
Plampa121524	K01251
Plampa85519	K12823
Plampa131668	K02930
Plampa213506	K12447
Plampa345300	K14004
Plampa48109	K09486
Plampa54977	K14753
Plampa80001	K07497
Plampa130917	K19601
Plampa79563	K01809
Plampa367779	K12192
Plampa178836	K05679
Plampa63446	K00789
Plampa3626	K12604
Plampa129114	K14684
Plampa44594	K20296
Plampa4818	K14408
Plampa32153	K10251
Plampa356622	K06630
Plampa55533	K13303
Plampa52473	K12757
Plampa3595	K18164
Plampa2192	K17890
Plampa42946	K10104
Plampa16298	K07497
Plampa5041	K18529
Plampa45210	K01802
Plampa24833	K05768
Plampa3996	K00948
Plampa21250	K10271
Plampa586	K14398
Plampa105437	K01647
Plampa352331	K02930
Plampa120	K05094
Plampa16530	K11584
Plampa79650	K12316
Plampa114009	K08794
Plampa56398	K00958
Plampa29713	K09060
Plampa214037	K02993
Plampa249	K14795
Plampa267153	K03686
Plampa21653	K05543
Plampa80617	K01915
Plampa273813	K05961
Plampa22725	K17535
Plampa105679	K17336
Plampa3421	K20606
Plampa351580	K25178
Plampa11594	K01016
Plampa164285	K05643
Plampa366292	K04043
Plampa14189	K16746
Plampa34956	K02734
Plampa130745	K03320
Plampa58697	K03522
Plampa209908	K01679
Plampa379144	K07376
Plampa127636	K24070
Plampa104442	K17751
Plampa132295	K01726
Plampa98834	K06174
Plampa383856	K04372
Plampa105249	K02575
Plampa76423	K02183
Plampa58043	K00280
Plampa1827	K09408
Plampa312661	K02872
Plampa186619	K02212
Plampa277030	K03965
Plampa6389	K04427
Plampa1781	K01205
Plampa45977	K11252
Plampa102789	K02938
Plampa323621	K15109
Plampa222029	K03934
Plampa29578	K19613
Plampa260219	K03942
Plampa98972	K11593
Plampa48932	K12757
Plampa260882	K11808
Plampa318459	K10696
Plampa31801	K23025
Plampa47891	K19862
Plampa59020	K06835
Plampa12249	K10380
Plampa344995	K00383
Plampa126673	K00338
Plampa85244	K01624
Plampa150546	K20349
Plampa106758	K20317
Plampa262371	K06528
Plampa33686	K10352
Plampa256061	K18739
Plampa81570	K01754
Plampa6902	K17535
Plampa63719	K07497
Plampa57721	K12191
Plampa42409	K13412
Plampa210821	K06839
Plampa60202	K16292
Plampa101197	K01262
Plampa97946	K02868
Plampa28367	K10956
Plampa47547	K01079
Plampa4542	K11374
Plampa173058	K12178
Plampa164911	K05888
Plampa213706	K15280
Plampa301938	K01802
Plampa104352	K10408
Plampa225490	K09540
Plampa175939	K22913
Plampa18271	K03175
Plampa301737	K00731
Plampa374763	K02835
Plampa358241	K01324
Plampa16607	K24469
Plampa332226	K10802
Plampa15073	K05989
Plampa26882	K00855
Plampa24694	K03626
Plampa110561	K24733
Plampa89760	K02155
Plampa4298	K21771
Plampa85974	K10380
Plampa47603	K10389
Plampa5726	K03173
Plampa12824	K06777
Plampa6890	K03007
Plampa1397	K05695
Plampa16833	K15621
Plampa326725	K20300
Plampa25537	K24627
Plampa73794	K03237
Plampa115332	K24983
Plampa24119	K02599
Plampa48724	K02901
Plampa113102	K10406
Plampa15973	K00559
Plampa3801	K04498
Plampa1934	K02599
Plampa14790	K01687
Plampa10876	K01491
Plampa357246	K05349
Plampa85060	K25168
Plampa167773	K01623
Plampa111966	K12046
Plampa426	K10380
Plampa119078	K03264
Plampa123951	K00927
Plampa98157	K19519
Plampa360090	K10357
Plampa222788	K10046
Plampa111182	K19788
Plampa2870	K01302
Plampa210048	K08867
Plampa38492	K14688
Plampa5652	K22366
Plampa228444	K00789
Plampa99	K04615
Plampa48751	K00323
Plampa18153	K13128
Plampa213103	K03006
Plampa48525	K08838
Plampa273864	K00236
Plampa98816	K15102
Plampa277356	K00803
Plampa4898	K10400
Plampa5427	K22531
Plampa113056	K05696
Plampa5482	K24272
Plampa276461	K09448
Plampa4072	K03283
Plampa314952	K01316
Plampa76043	K00382
Plampa38761	K09848
Plampa210302	K22614
Plampa74483	K15580
Plampa19374	K05015
Plampa256730	K02973
Plampa60097	K06642
Plampa212190	K13525
Plampa354693	K00615
Plampa2213	K08892
Plampa170884	K00134
Plampa3061	K07375
Plampa47751	K09419
Plampa165040	K08844
Plampa257157	K03526
Plampa69439	K04523
Plampa48242	K07203
Plampa29678	K02599
Plampa101245	K12476
Plampa3	K23285
Plampa355166	K07023
Plampa26087	K01726
Plampa345407	K15521
Plampa313555	K17893
Plampa9231	K01206
Plampa173131	K07304
Plampa53981	K23902
Plampa191643	K10352
Plampa86671	K04079
Plampa40533	K10846
Plampa8909	K15131
Plampa111589	K03094
Plampa141925	K02934
Plampa25074	K08106
Plampa181783	K00816
Plampa113084	K11978
Plampa74647	K12132
Plampa246162	K03686
Plampa349371	K06237
Plampa348971	K00266
Plampa122531	K01834
Plampa4370	K01875
Plampa16787	K14510
Plampa116048	K13711
Plampa19946	K00140
Plampa321465	K08144
Plampa69981	K08913
Plampa146963	K13143
Plampa105783	K04079
Plampa45567	K09494
Plampa258029	K10413
Plampa79341	K10356
Plampa306479	K00728
Plampa314482	K11811
Plampa42380	K08955
Plampa307168	K04437
Plampa159	K05695
Plampa269928	K11858
Plampa117164	K08790
Plampa304076	K02112
Plampa347013	K09633
Plampa10063	K04828
Plampa123667	K13179
Plampa73478	K21989
Plampa281654	K01873
Plampa72776	K22420
Plampa375411	K02925
Plampa8088	K09523
Plampa218076	K01256
Plampa102821	K11584
Plampa121502	K07904
Plampa16005	K19626
Plampa3247	K10645
Plampa64027	K02152
Plampa261235	K00849
Plampa187241	K09374
Plampa90847	K07953
Plampa46315	K16507
Plampa4943	K14527
Plampa8867	K05015
Plampa22252	K05122
Plampa5187	K00613
Plampa120162	K00830
Plampa4894	K10289
Plampa357063	K12384
Plampa192604	K06723
Plampa7186	K09097
Plampa3603	K15348
Plampa11695	K05700
Plampa98492	K02112
Plampa95704	K19882
Plampa179094	K04708
Plampa91274	K15306
Plampa175401	K02183
Plampa142320	K02932
Plampa245000	K03676
Plampa1493	K11259
Plampa4484	K01874
Plampa59234	K11262
Plampa60181	K08288
Plampa11072	K04688
Plampa143095	K14863
Plampa52483	K02599
Plampa3831	K15177
Plampa313113	K09848
Plampa123844	K00239
Plampa267537	K24634
Plampa1597	K13250
Plampa796	K11971
Plampa353582	K08960
Plampa18947	K11314
Plampa325676	K24173
Plampa245499	K02321
Plampa136452	K07937
Plampa345612	K07509
Plampa124461	K12035
Plampa47413	K02930
Plampa33751	K05643
Plampa232000	K05989
Plampa64735	K03235
Plampa84838	K00362
Plampa214005	K15259
Plampa4559	K19511
Plampa8532	K07497
Plampa18673	K04615
Plampa53689	K14648
Plampa41238	K11292
Plampa227845	K14209
Plampa364050	K10380
Plampa70492	K05330
Plampa99747	K09553
Plampa3081	K11270
Plampa43529	K06839
Plampa12468	K14299
Plampa9053	K14258
Plampa213639	K17086
Plampa11487	K04615
Plampa2010	K16288
Plampa209133	K10752
Plampa319650	K00364
Plampa27413	K17302
Plampa257894	K12447
Plampa41401	K12897
Plampa72995	K02942
Plampa213232	K01915
Plampa210002	K22659
Plampa36619	K13539
Plampa13101	K02999
Plampa346332	K22068
Plampa182676	K11978
Plampa321487	K00522
Plampa319371	K12198
Plampa213342	K01915
Plampa59521	K00789
Plampa19700	K10523
Plampa305213	K01647
Plampa79441	K11308
Plampa130278	K13526
Plampa344806	K12375
Plampa67643	K15293
Plampa45546	K03798
Plampa11342	K05692
Plampa303697	K00844
Plampa142068	K04506
Plampa6835	K10637
Plampa19033	K12132
Plampa101802	K12396
Plampa1813	K15168
Plampa1381	K10951
Plampa115992	K08790
Plampa68070	K08917
Plampa4946	K24195
Plampa39425	K01011
Plampa326417	K11852
Plampa776	K24200
Plampa26835	K14354
Plampa99517	K14536
Plampa134588	K20283
Plampa5980	K09496
Plampa229219	K14569
Plampa109765	K00942
Plampa181741	K03031
Plampa44	K05695
Plampa300635	K20290
Plampa330954	K20184
Plampa3362	K10169
Plampa33883	K10380
Plampa49657	K06188
Plampa357272	K01930
Plampa173528	K04739
Plampa171835	K10588
